reg;jour;three_class;P;T;pop;incidence;positivite;taux de test;P hebdo;T hebdo;incidence hebdo;positivite hebdo;taux de test hebdo
Auvergne-Rhône-Alpes;2020-05-20;0-19;5;721;1940253.0;0.25769835170980276;0.6934812760055479;37.16010231655356;37.0;3317.0;1.9069678026525407;1.1154657823334337;170.95708652428317
Auvergne-Rhône-Alpes;2020-05-20;20-59;37;2760;3980515.0;0.9295279630902031;1.3405797101449275;69.337761571053;203.0;15397.0;5.099842608305709;1.3184386568812105;386.8092445324286
Auvergne-Rhône-Alpes;2020-05-20;60+;18;1686;2111609.0;0.8524305399342397;1.0676156583629894;79.84432724050711;184.0;9720.0;8.713734408216673;1.8930041152263373;460.31249156448945
Auvergne-Rhône-Alpes;2020-05-20;whole;60;5167;8032377.0;0.746976891149407;1.1612154054577124;64.32715994281642;424.0;28482.0;5.278636697455809;1.488659504248297;354.58993022862353
Auvergne-Rhône-Alpes;2020-05-21;0-19;1;94;1940253.0;0.05153967034196056;1.0638297872340425;4.844729012144293;27.0;2921.0;1.391571099232935;0.9243409791167408;150.54737706886678
Auvergne-Rhône-Alpes;2020-05-21;20-59;5;305;3980515.0;0.1256118869040815;1.639344262295082;7.662325101148973;164.0;12985.0;4.120069890453873;1.262995764343473;326.21407028989967
Auvergne-Rhône-Alpes;2020-05-21;60+;9;331;2111609.0;0.42621526996711984;2.719033232628399;15.675250484346298;145.0;8490.0;6.866801571692486;1.707891637220259;402.0630713356497
Auvergne-Rhône-Alpes;2020-05-21;whole;15;730;8032377.0;0.18674422278735175;2.054794520547945;9.088218842317785;336.0;24404.0;4.183070590436679;1.376823471562039;303.8204008601688
Auvergne-Rhône-Alpes;2020-05-22;0-19;8;618;1940253.0;0.4123173627356845;1.2944983818770228;31.851516271331626;29.0;2970.0;1.494650439916856;0.9764309764309763;153.07282091562286
Auvergne-Rhône-Alpes;2020-05-22;20-59;36;2564;3980515.0;0.9044055857093868;1.40405616224649;64.413775604413;160.0;12955.0;4.019580380930608;1.2350443844075647;325.46039896847515
Auvergne-Rhône-Alpes;2020-05-22;60+;30;1737;2111609.0;1.4207175665570662;1.7271157167530224;82.25954710365413;143.0;8576.0;6.772087067255349;1.6674440298507465;406.13579502644666
Auvergne-Rhône-Alpes;2020-05-22;whole;74;4922;8032377.0;0.9212714990842686;1.5034538805363673;61.277004303956346;332.0;24506.0;4.133272131026718;1.3547702603444056;305.0902615751228
Auvergne-Rhône-Alpes;2020-05-23;0-19;5;294;1940253.0;0.25769835170980276;1.7006802721088436;15.152663080536405;30.0;3029.0;1.5461901102588167;0.9904258831297457;156.11366146579854
Auvergne-Rhône-Alpes;2020-05-23;20-59;12;1030;3980515.0;0.3014685285697956;1.1650485436893203;25.876048702240787;160.0;12925.0;4.019580380930608;1.2379110251450676;324.7067276470507
Auvergne-Rhône-Alpes;2020-05-23;60+;5;850;2111609.0;0.23678626109284437;0.5882352941176471;40.253664385783544;139.0;8720.0;6.582658058381074;1.5940366972477065;412.95523934592063
Auvergne-Rhône-Alpes;2020-05-23;whole;22;2175;8032377.0;0.27389152675478257;1.011494252873563;27.077912304166006;329.0;24680.0;4.095923286469248;1.3330632090761751;307.25649455945603
Auvergne-Rhône-Alpes;2020-05-24;0-19;0;82;1940253.0;0.0;0.0;4.2262529680407654;29.0;3048.0;1.494650439916856;0.9514435695538057;157.09291520229579
Auvergne-Rhône-Alpes;2020-05-24;20-59;1;259;3980515.0;0.0251223773808163;0.3861003861003861;6.506695741631422;154.0;12970.0;3.8688461166457104;1.187355435620663;325.83723462918744
Auvergne-Rhône-Alpes;2020-05-24;60+;1;366;2111609.0;0.047357252218568874;0.273224043715847;17.332754311996208;135.0;8726.0;6.393229049506798;1.5471006188402474;413.23938285923197
Auvergne-Rhône-Alpes;2020-05-24;whole;2;707;8032377.0;0.024899229704980232;0.2828854314002829;8.801877700710513;318.0;24750.0;3.9589775230918565;1.284848484848485;308.1279675991304
Auvergne-Rhône-Alpes;2020-05-25;0-19;2;670;1940253.0;0.10307934068392112;0.2985074626865672;34.531579129113574;27.0;3143.0;1.391571099232935;0.8590518612790328;161.98918388478205
Auvergne-Rhône-Alpes;2020-05-25;20-59;22;2568;3980515.0;0.5526923023779586;0.8566978193146416;64.51426511393626;146.0;12582.0;3.66786709759918;1.1603878556668257;316.0897522054307
Auvergne-Rhône-Alpes;2020-05-25;60+;20;2072;2111609.0;0.9471450443713775;0.9652509652509652;98.1242265968747;116.0;8912.0;5.4934412573539895;1.3016157989228008;422.0478317718858
Auvergne-Rhône-Alpes;2020-05-25;whole;44;5311;8032377.0;0.5477830535095651;0.8284692148371304;66.119904481575;289.0;24642.0;3.5979386923696435;1.1727944160376593;306.78340919506144
Auvergne-Rhône-Alpes;2020-05-26;0-19;1;693;1940253.0;0.05153967034196056;0.1443001443001443;35.71699154697867;22.0;3172.0;1.1338727475231323;0.6935687263556116;163.4838343246989
Auvergne-Rhône-Alpes;2020-05-26;20-59;22;2685;3980515.0;0.5526923023779586;0.819366852886406;67.45358326749177;135.0;12171.0;3.3915209464102003;1.1091939857037219;305.7644551019152
Auvergne-Rhône-Alpes;2020-05-26;60+;19;2027;2111609.0;0.8997877921528087;0.9373458312777503;95.99315024703911;102.0;9069.0;4.830439726294025;1.1247105524313596;429.4829203702011
Auvergne-Rhône-Alpes;2020-05-26;whole;42;5406;8032377.0;0.5228838238045849;0.776914539400666;67.30261789256157;259.0;24418.0;3.22445024679494;1.0606929314440168;303.99469546810366
Auvergne-Rhône-Alpes;2020-05-27;0-19;1;662;1940253.0;0.05153967034196056;0.1510574018126888;34.11926176637789;18.0;3113.0;0.9277140661552901;0.578220366206232;160.44299377452322
Auvergne-Rhône-Alpes;2020-05-27;20-59;26;2192;3980515.0;0.6531818119012238;1.1861313868613137;55.06825121874933;124.0;11603.0;3.115174795221222;1.068689132121003;291.49494474961153
Auvergne-Rhône-Alpes;2020-05-27;60+;19;1536;2111609.0;0.8997877921528087;1.2369791666666665;72.74073940772179;103.0;8919.0;4.877796978512594;1.1548379863213365;422.3793325374158
Auvergne-Rhône-Alpes;2020-05-27;whole;47;4392;8032377.0;0.5851318980670355;1.0701275045537342;54.678708432136595;246.0;23643.0;3.0626052537125688;1.040477096815125;294.34624395742384
Auvergne-Rhône-Alpes;2020-05-28;0-19;5;540;1940253.0;0.25769835170980276;0.9259259259259258;27.8314219846587;22.0;3559.0;1.1338727475231323;0.6181511660578815;183.42968674703764
Auvergne-Rhône-Alpes;2020-05-28;20-59;22;2188;3980515.0;0.5526923023779586;1.0054844606946984;54.96776170922607;141.0;13486.0;3.5422552106950986;1.0455286964259232;338.80038135768865
Auvergne-Rhône-Alpes;2020-05-28;60+;16;1520;2111609.0;0.757716035497102;1.0526315789473684;71.98302337222468;110.0;10108.0;5.209297744042576;1.0882469331222795;478.68710542529413
Auvergne-Rhône-Alpes;2020-05-28;whole;51;4272;8032377.0;0.6349303574769959;1.193820224719101;53.18475464983778;282.0;27185.0;3.510791388402213;1.0373367665992275;338.4427797649438
Auvergne-Rhône-Alpes;2020-05-29;0-19;2;684;1940253.0;0.10307934068392112;0.29239766081871343;35.25313451390102;16.0;3625.0;0.824634725471369;0.4413793103448276;186.83130498960702
Auvergne-Rhône-Alpes;2020-05-29;20-59;16;2400;3980515.0;0.4019580380930608;0.6666666666666667;60.29370571395913;121.0;13322.0;3.0398076630787725;0.9082720312265427;334.6803114672348
Auvergne-Rhône-Alpes;2020-05-29;60+;15;1615;2111609.0;0.7103587832785331;0.9287925696594427;76.48196233298873;95.0;9986.0;4.498938960764042;0.9513318646104546;472.9095206546288
Auvergne-Rhône-Alpes;2020-05-29;whole;51;4724;8032377.0;0.6349303574769959;1.0795935647756139;58.8119805631633;259.0;26987.0;3.22445024679494;0.9597213473153741;335.9777560241508
Auvergne-Rhône-Alpes;2020-05-30;0-19;4;327;1940253.0;0.20615868136784224;1.2232415902140672;16.853472201821102;15.0;3658.0;0.7730950551294083;0.4100601421541826;188.5321141108917
Auvergne-Rhône-Alpes;2020-05-30;20-59;11;1147;3980515.0;0.2763461511889793;0.959023539668701;28.8153668557963;120.0;13439.0;3.0146852856979565;0.8929235806235583;337.61962962079025
Auvergne-Rhône-Alpes;2020-05-30;60+;7;843;2111609.0;0.33150076552998214;0.8303677342823249;39.922163620253556;97.0;9979.0;4.5936534652011805;0.9720412867020742;472.57801988909875
Auvergne-Rhône-Alpes;2020-05-30;whole;22;2317;8032377.0;0.27389152675478257;0.9495036685369012;28.845757613219597;259.0;27129.0;3.22445024679494;0.9546979247299938;337.7456013332043
Auvergne-Rhône-Alpes;2020-05-31;0-19;0;100;1940253.0;0.0;0.0;5.1539670341960555;15.0;3676.0;0.7730950551294083;0.40805223068552776;189.45982817704703
Auvergne-Rhône-Alpes;2020-05-31;20-59;1;278;3980515.0;0.0251223773808163;0.3597122302158274;6.984020911866931;120.0;13458.0;3.0146852856979565;0.8916629514043692;338.0969547910258
Auvergne-Rhône-Alpes;2020-05-31;60+;2;375;2111609.0;0.09471450443713775;0.5333333333333333;17.758969581963328;98.0;9988.0;4.641010717419749;0.9811774128954744;473.0042351590659
Auvergne-Rhône-Alpes;2020-05-31;whole;3;753;8032377.0;0.03734884455747035;0.398406374501992;9.374559983925057;260.0;27175.0;3.23689986164743;0.9567617295308188;338.3182836164189
Auvergne-Rhône-Alpes;2020-06-01;0-19;0;172;1940253.0;0.0;0.0;8.864823298817218;13.0;3178.0;0.6700157144454874;0.40906230333543103;163.79307234675065
Auvergne-Rhône-Alpes;2020-06-01;20-59;6;616;3980515.0;0.1507342642848978;0.974025974025974;15.475384466582842;104.0;11506.0;2.6127272476048953;0.9038762384842691;289.05807414367234
Auvergne-Rhône-Alpes;2020-06-01;60+;6;576;2111609.0;0.28414351331141324;1.0416666666666665;27.27777727789567;84.0;8492.0;3.9780091863597855;0.9891662741403674;402.1577858400869
Auvergne-Rhône-Alpes;2020-06-01;whole;16;1368;8032377.0;0.19919383763984186;1.1695906432748537;17.03107311820648;232.0;23232.0;2.888310645777707;0.9986225895316805;289.2294522530504
Auvergne-Rhône-Alpes;2020-06-02;0-19;1;658;1940253.0;0.05153967034196056;0.1519756838905775;33.91310308501005;13.0;3143.0;0.6700157144454874;0.4136175628380528;161.98918388478205
Auvergne-Rhône-Alpes;2020-06-02;20-59;21;2734;3980515.0;0.5275699249971424;0.7681053401609363;68.68457975915176;103.0;11555.0;2.5876048702240793;0.8913890090869754;290.28907063533234
Auvergne-Rhône-Alpes;2020-06-02;60+;28;2045;2111609.0;1.3260030621199286;1.3691931540342297;96.84558078697334;93.0;8510.0;4.404224456326905;1.0928319623971798;403.0102163800211
Auvergne-Rhône-Alpes;2020-06-02;whole;50;5438;8032377.0;0.6224807426245058;0.9194556822361162;67.70100556784125;240.0;23264.0;2.987907564597628;1.031636863823934;289.62783992833005
Auvergne-Rhône-Alpes;2020-06-03;0-19;3;569;1940253.0;0.15461901102588166;0.5272407732864675;29.32607242457556;15.0;3050.0;0.7730950551294083;0.49180327868852464;157.19599454297972
Auvergne-Rhône-Alpes;2020-06-03;20-59;17;2128;3980515.0;0.42708041547387715;0.7988721804511277;53.460419066377085;94.0;11491.0;2.3615034737967324;0.818031502915325;288.6812384829601
Auvergne-Rhône-Alpes;2020-06-03;60+;18;1613;2111609.0;0.8524305399342397;1.115933044017359;76.3872478285516;92.0;8587.0;4.356867204108337;1.071386980319087;406.6567248008509
Auvergne-Rhône-Alpes;2020-06-03;whole;38;4310;8032377.0;0.4730853643946244;0.8816705336426913;53.6578400142324;231.0;23182.0;2.8758610309252166;0.9964627728409973;288.60697151042586
Auvergne-Rhône-Alpes;2020-06-04;0-19;0;535;1940253.0;0.0;0.0;27.573723632948898;10.0;3045.0;0.5153967034196055;0.3284072249589491;156.9382961912699
Auvergne-Rhône-Alpes;2020-06-04;20-59;14;2011;3980515.0;0.3517132833314282;0.69617105917454;50.52110091282159;86.0;11314.0;2.160524454750202;0.7601202050556832;284.2345776865556
Auvergne-Rhône-Alpes;2020-06-04;60+;13;1467;2111609.0;0.6156442788413953;0.8861622358554875;69.47308900464054;89.0;8534.0;4.21479544745263;1.042887274431685;404.1467904332668
Auvergne-Rhône-Alpes;2020-06-04;whole;27;4013;8032377.0;0.3361396010172331;0.672813356591079;49.960304403042834;207.0;22923.0;2.577070274465454;0.9030231645072634;285.3825212636309
Auvergne-Rhône-Alpes;2020-06-05;0-19;3;654;1940253.0;0.15461901102588166;0.45871559633027525;33.706944403642204;11.0;3015.0;0.5669363737615661;0.3648424543946932;155.3921060810111
Auvergne-Rhône-Alpes;2020-06-05;20-59;13;2184;3980515.0;0.3265909059506119;0.5952380952380952;54.86727219970281;83.0;11098.0;2.085157322607753;0.7478825013515948;278.8081441722993
Auvergne-Rhône-Alpes;2020-06-05;60+;10;1690;2111609.0;0.47357252218568874;0.591715976331361;80.0337562493814;84.0;8609.0;3.9780091863597855;0.9757230804971542;407.6985843496595
Auvergne-Rhône-Alpes;2020-06-05;whole;27;4530;8032377.0;0.3361396010172331;0.5960264900662252;56.39675528178022;183.0;22729.0;2.278279518005691;0.8051388094504817;282.96729598224783
Auvergne-Rhône-Alpes;2020-06-06;0-19;2;296;1940253.0;0.10307934068392112;0.6756756756756757;15.255742421220326;9.0;2984.0;0.46385703307764503;0.30160857908847183;153.7943763004103
Auvergne-Rhône-Alpes;2020-06-06;20-59;10;1036;3980515.0;0.251223773808163;0.9652509652509652;26.026782966525687;82.0;10987.0;2.0600349452269366;0.7463365795940656;276.0195602830287
Auvergne-Rhône-Alpes;2020-06-06;60+;7;858;2111609.0;0.33150076552998214;0.8158508158508158;40.63252240353209;84.0;8624.0;3.9780091863597855;0.974025974025974;408.4089431329379
Auvergne-Rhône-Alpes;2020-06-06;whole;20;2192;8032377.0;0.24899229704980233;0.9124087591240875;27.289555756658334;181.0;22604.0;2.2533802883007112;0.8007432312864979;281.4110941256866
Auvergne-Rhône-Alpes;2020-06-07;0-19;1;80;1940253.0;0.05153967034196056;1.25;4.123173627356844;10.0;2964.0;0.5153967034196055;0.33738191632928477;152.76358289357108
Auvergne-Rhône-Alpes;2020-06-07;20-59;2;283;3980515.0;0.0502447547616326;0.7067137809187279;7.109632798771013;83.0;10992.0;2.085157322607753;0.7550946142649199;276.1451721699328
Auvergne-Rhône-Alpes;2020-06-07;60+;4;349;2111609.0;0.1894290088742755;1.146131805157593;16.527681024280536;86.0;8598.0;4.0727236907969235;1.0002326122354035;407.1776545752552
Auvergne-Rhône-Alpes;2020-06-07;whole;7;712;8032377.0;0.08714730396743081;0.9831460674157303;8.864125774972962;185.0;22563.0;2.303178747710671;0.8199264282231974;280.90065991673447
Auvergne-Rhône-Alpes;2020-06-08;0-19;2;527;1940253.0;0.10307934068392112;0.3795066413662239;27.161406270213217;12.0;3319.0;0.6184760441035266;0.3615546851461284;171.0601658649671
Auvergne-Rhône-Alpes;2020-06-08;20-59;19;2003;3980515.0;0.47732517023550974;0.9485771342985523;50.32012189377505;96.0;12379.0;2.411748228558365;0.7755069068583892;310.989909597125
Auvergne-Rhône-Alpes;2020-06-08;60+;18;1908;2111609.0;0.8524305399342397;0.9433962264150944;90.35763723302941;98.0;9930.0;4.641010717419749;0.986908358509567;470.2575145303889
Auvergne-Rhône-Alpes;2020-06-08;whole;39;4441;8032377.0;0.48553497924711453;0.8781805899572168;55.28873955990861;208.0;25636.0;2.5895198893179443;0.8113590263691683;319.1583263584366
Auvergne-Rhône-Alpes;2020-06-09;0-19;2;550;1940253.0;0.10307934068392112;0.36363636363636365;28.346818688078308;13.0;3211.0;0.6700157144454874;0.4048582995951417;165.49388146803534
Auvergne-Rhône-Alpes;2020-06-09;20-59;11;1937;3980515.0;0.2763461511889793;0.5678884873515746;48.66204498664118;86.0;11582.0;2.160524454750202;0.742531514418926;290.9673748246144
Auvergne-Rhône-Alpes;2020-06-09;60+;12;1494;2111609.0;0.5682870266228265;0.8032128514056224;70.75173481454189;82.0;9379.0;3.8832946819226475;0.8742936347158546;444.16366855795746
Auvergne-Rhône-Alpes;2020-06-09;whole;25;3982;8032377.0;0.3112403713122529;0.6278252134605725;49.57436634261565;183.0;24180.0;2.278279518005691;0.7568238213399503;301.031687133211
Auvergne-Rhône-Alpes;2020-06-10;0-19;2;481;1940253.0;0.10307934068392112;0.4158004158004158;24.790581434483027;12.0;3123.0;0.6184760441035266;0.38424591738712777;160.95839047794283
Auvergne-Rhône-Alpes;2020-06-10;20-59;17;1939;3980515.0;0.42708041547387715;0.8767405879319237;48.712289741402806;86.0;11393.0;2.160524454750202;0.7548494689721759;286.2192454996401
Auvergne-Rhône-Alpes;2020-06-10;60+;14;1433;2111609.0;0.6630015310599643;0.9769713886950453;67.8629424292092;78.0;9199.0;3.693865673048372;0.8479182519839112;435.6393631586151
Auvergne-Rhône-Alpes;2020-06-10;whole;33;3853;8032377.0;0.4108372901321738;0.8564754736568907;47.96836602664442;178.0;23723.0;2.2160314437432405;0.7503266871812165;295.342213145623
Auvergne-Rhône-Alpes;2020-06-11;0-19;11;472;1940253.0;0.5669363737615661;2.330508474576271;24.326724401405382;23.0;3060.0;1.1854124178650929;0.7516339869281046;157.7113912463993
Auvergne-Rhône-Alpes;2020-06-11;20-59;19;1779;3980515.0;0.47732517023550974;1.0680157391793141;44.6927093604722;91.0;11161.0;2.2861363416542835;0.8153391273183406;280.39085394729074
Auvergne-Rhône-Alpes;2020-06-11;60+;21;1208;2111609.0;0.9945022965899464;1.73841059602649;57.20756068003119;86.0;8940.0;4.0727236907969235;0.9619686800894854;423.3738348340057
Auvergne-Rhône-Alpes;2020-06-11;whole;51;3461;8032377.0;0.6349303574769959;1.473562554175094;43.08811700446829;202.0;23171.0;2.5148222002030036;0.8717793793966595;288.47002574704845
Auvergne-Rhône-Alpes;2020-06-12;0-19;11;556;1940253.0;0.5669363737615661;1.9784172661870503;28.65605671013007;31.0;2962.0;1.5977297806007773;1.0465901417960837;152.66050355288718
Auvergne-Rhône-Alpes;2020-06-12;20-59;20;1953;3980515.0;0.502447547616326;1.0240655401945724;49.064003024734234;98.0;10930.0;2.4619929833199974;0.8966148215919487;274.58758477232215
Auvergne-Rhône-Alpes;2020-06-12;60+;10;1538;2111609.0;0.47357252218568874;0.6501950585175552;72.83545391215893;86.0;8788.0;4.0727236907969235;0.978607191624943;416.17553249678326
Auvergne-Rhône-Alpes;2020-06-12;whole;41;4048;8032377.0;0.5104342089520948;1.0128458498023716;50.39604092287998;216.0;22689.0;2.689116808137865;0.9520031733439112;282.46931138814824
Auvergne-Rhône-Alpes;2020-06-13;0-19;0;306;1940253.0;0.0;0.0;15.771139124639932;29.0;2972.0;1.494650439916856;0.9757738896366084;153.1759002563068
Auvergne-Rhône-Alpes;2020-06-13;20-59;6;1020;3980515.0;0.1507342642848978;0.5882352941176471;25.62482492843263;94.0;10914.0;2.3615034737967324;0.8612790910756827;274.1856267342291
Auvergne-Rhône-Alpes;2020-06-13;60+;1;878;2111609.0;0.047357252218568874;0.11389521640091116;41.57966744790347;80.0;8808.0;3.78858017748551;0.9082652134423252;417.12267754115464
Auvergne-Rhône-Alpes;2020-06-13;whole;7;2204;8032377.0;0.08714730396743081;0.3176043557168784;27.438951134888217;203.0;22701.0;2.5272718150554936;0.8942337341967314;282.6187067663781
Auvergne-Rhône-Alpes;2020-06-14;0-19;0;53;1940253.0;0.0;0.0;2.7316025281239096;28.0;2945.0;1.4431107695748957;0.9507640067911713;151.78432915707384
Auvergne-Rhône-Alpes;2020-06-14;20-59;5;289;3980515.0;0.1256118869040815;1.7301038062283738;7.260367063055911;97.0;10920.0;2.436870605939181;0.8882783882783882;274.336360998514
Auvergne-Rhône-Alpes;2020-06-14;60+;5;365;2111609.0;0.23678626109284437;1.36986301369863;17.285397059777637;81.0;8824.0;3.8359374297040785;0.9179510426110606;417.8803935766517
Auvergne-Rhône-Alpes;2020-06-14;whole;10;707;8032377.0;0.12449614852490117;1.4144271570014144;8.801877700710513;206.0;22696.0;2.564620659612964;0.9076489249206908;282.55645869211565
Auvergne-Rhône-Alpes;2020-06-15;0-19;10;486;1940253.0;0.5153967034196055;2.05761316872428;25.048279786192833;36.0;2904.0;1.8554281323105801;1.2396694214876034;149.67120267305344
Auvergne-Rhône-Alpes;2020-06-15;20-59;15;2094;3980515.0;0.37683566071224456;0.7163323782234957;52.60625823542934;93.0;11011.0;2.336381096415916;0.8446099355190264;276.6224973401683
Auvergne-Rhône-Alpes;2020-06-15;60+;8;1866;2111609.0;0.378858017748551;0.4287245444801715;88.36863263984952;71.0;8782.0;3.36236490751839;0.8084718742883169;415.8913889834718
Auvergne-Rhône-Alpes;2020-06-15;whole;33;4447;8032377.0;0.4108372901321738;0.7420733078479874;55.36343724902355;200.0;22702.0;2.4899229704980232;0.8809796493700995;282.6311563812306
Auvergne-Rhône-Alpes;2020-06-16;0-19;6;551;1940253.0;0.3092380220517633;1.0889292196007259;28.398358358420268;40.0;2905.0;2.061586813678422;1.376936316695353;149.72274234339542
Auvergne-Rhône-Alpes;2020-06-16;20-59;17;2069;3980515.0;0.42708041547387715;0.8216529724504592;51.97819880090892;99.0;11143.0;2.487115360700814;0.8884501480750246;279.93865115443606
Auvergne-Rhône-Alpes;2020-06-16;60+;6;1690;2111609.0;0.28414351331141324;0.35502958579881655;80.0337562493814;65.0;8978.0;3.0782213942069765;0.7239919803965249;425.17341041831133
Auvergne-Rhône-Alpes;2020-06-16;whole;29;4311;8032377.0;0.3610388307222134;0.6726977499420088;53.6702896290849;204.0;23031.0;2.5397214299079836;0.8857626677087403;286.72707966769985
Auvergne-Rhône-Alpes;2020-06-17;0-19;10;536;1940253.0;0.5153967034196055;1.8656716417910446;27.625263303290858;48.0;2960.0;2.4739041764141065;1.6216216216216217;152.55742421220324
Auvergne-Rhône-Alpes;2020-06-17;20-59;26;1964;3980515.0;0.6531818119012238;1.3238289205702647;49.34034917592322;108.0;11168.0;2.7132167571281607;0.9670487106017192;280.5667105889564
Auvergne-Rhône-Alpes;2020-06-17;60+;5;1549;2111609.0;0.23678626109284437;0.32278889606197547;73.35638368656318;56.0;9094.0;2.652006124239857;0.615790631185397;430.6668516756654
